match_date,tournament,tournament_level,round,best_of,winner_name,loser_name,winner_hand,loser_hand,winner_rank,loser_rank,w_games_won,l_games_won,w_points_won,l_points_won,w_deuce_games_won,w_deuce_games_played,l_deuce_games_won,l_deuce_games_played,w_first_game_won,winner_won_from_down
2021-01-21,WTT Champions,CH,R16,7,Felix BRA34,Min ESP10,R,R,35,58,4,0,44,18,0,0,0,0,1,0
2021-01-21,WTT Champions,CH,F,7,Felix PRT22,Min USA54,R,R,29,60,4,0,44,21,0,0,0,0,1,0
2021-01-23,Open Series,OT,R64,5,Petar ESP24,Anna BRA41,R,R,11,32,3,2,63,42,1,2,1,2,1,0
2021-01-23,Open Series,OT,SF,5,Sun KOR02,Felix FRA39,R,R,26,59,3,0,33,11,0,0,0,0,1,0
2021-01-23,Open Series,OT,QF,5,Wei AUT36,Saki BRA21,R,R,9,42,3,0,15,33,0,0,0,0,1,0
2021-01-23,Open Series,OT,R16,5,Lukas ROU52,Anna SWE06,R,R,27,36,3,0,34,17,1,1,0,1,1,0
2021-01-23,Open Series,OT,QF,5,Mima KOR16,Petar GER08,R,R,46,6,4,3,33,10,0,0,0,0,0,1
2021-01-23,Open Series,OT,QF,5,Wei IND35,Min USA54,R,R,15,60,3,0,33,17,0,0,0,0,1,0
2021-01-23,Open Series,OT,R32,5,Ji-Hee GER29,Daniel KOR27,R,R,4,53,3,0,33,12,0,0,0,0,1,0
2021-01-23,Open Series,OT,SF,5,Anders POL53,Wei TPE05,R,R,12,44,3,0,12,33,0,0,0,0,1,0
2021-01-23,Open Series,OT,R64,5,Anders POL53,David AUT57,R,R,12,47,3,0,33,13,0,0,0,0,1,0
2021-01-23,Open Series,OT,R64,5,Petar GER08,Wei GER00,R,L,6,21,3,2,55,33,0,0,0,0,0,1
2021-01-24,Open Series,OT,SF,5,Sun KOR02,Anna BRA41,R,R,26,32,3,0,33,20,0,0,0,0,1,0
2021-01-24,Open Series,OT,R64,5,Anders POL53,Pawel POL50,R,R,12,56,3,0,14,33,0,0,0,0,1,0
2021-01-24,Open Series,OT,F,5,Anna TPE15,David AUT57,R,R,38,47,3,0,18,35,1,1,0,1,1,0
2021-01-24,Open Series,OT,F,5,Ethan HKG37,Min ROU46,L,R,13,45,3,0,33,10,0,0,0,0,1,0
2021-01-24,Open Series,OT,R32,5,Joao KOR20,Min KOR38,R,R,5,31,3,0,33,18,0,0,0,0,1,0
2021-01-24,Open Series,OT,F,5,Ethan HKG37,Chen-Yu FRA47,L,R,13,30,3,2,26,55,0,0,0,0,0,1
2021-01-24,Open Series,OT,SF,5,Ji-Hee GER01,Daniel PRT17,R,R,39,50,3,0,33,21,0,0,0,0,1,0
2021-01-24,Open Series,OT,R16,5,Saki BRA21,Wei TPE05,R,R,42,44,3,1,51,41,1,2,1,2,1,0
2021-01-24,Open Series,OT,R32,5,Sun USA44,Sun SVK11,R,L,23,40,3,2,38,57,0,2,2,2,1,0
2021-01-25,Open Series,OT,F,5,Joao KOR20,Lukas USA13,R,R,5,55,3,0,33,9,0,0,0,0,1,0
2021-01-25,Open Series,OT,F,5,Petar GER08,Anna BRA04,R,R,6,37,3,0,33,4,0,0,0,0,1,0
2021-01-25,Open Series,OT,QF,5,Yuki ESP58,Wei TPE05,R,R,25,44,3,0,33,14,0,0,0,0,1,0
2021-01-25,Open Series,OT,R16,5,Saki PRT14,Min USA54,R,R,20,60,3,0,12,33,0,0,0,0,1,0
2021-01-25,Open Series,OT,R32,5,Ji-Hee USA18,Lukas ROU52,L,R,43,27,4,3,26,35,0,2,2,2,0,1
2021-01-25,Open Series,OT,R32,5,Andrei JPN19,Ethan AUT48,R,L,3,16,3,0,33,13,0,0,0,0,1,0
2021-01-25,Open Series,OT,R64,5,Saki PRT14,Ethan HKG37,R,L,20,13,4,3,42,55,0,0,0,0,1,0
2021-01-25,Open Series,OT,F,5,Petar GER08,Chen-Yu FRA47,R,R,6,30,3,0,36,23,1,1,0,1,1,0
2021-01-25,Open Series,OT,QF,5,Lukas ROU52,Anna SWE06,R,R,27,36,3,1,25,45,0,1,1,1,1,0
2021-01-25,Open Series,OT,R64,5,Andrei KOR43,Aarush PRT28,L,R,41,28,4,3,28,39,0,1,1,1,0,1
2021-01-25,Open Series,OT,SF,5,Mima KOR16,Ho-Yan PRT59,R,R,46,24,4,3,35,22,0,2,2,2,0,1
2021-01-25,Open Series,OT,SF,5,Saki JPN55,Felix PRT22,R,R,10,29,3,0,19,33,0,0,0,0,1,0
2021-01-25,Open Series,OT,R64,5,Min ESP10,Sun SVK11,R,L,58,40,4,3,22,35,0,1,1,1,0,1
2021-01-25,Open Series,OT,SF,5,Chen-Yu FRA47,Felix FRA39,R,R,30,59,3,0,33,8,0,0,0,0,1,0
2021-01-25,Open Series,OT,SF,5,Saki PRT14,Joao KOR20,R,R,20,5,4,3,33,16,0,0,0,0,0,1
2021-01-25,Open Series,OT,R64,5,Mima IND03,Anders POL53,L,R,18,12,4,3,33,46,0,1,1,1,0,1
2021-01-25,Open Series,OT,QF,5,Wei GER00,Felix FRA39,L,R,21,59,3,0,33,14,0,0,0,0,1,0
2021-01-26,Open Series,OT,R64,5,Petar ESP24,Anna BRA41,R,R,11,32,3,0,23,33,0,0,0,0,1,0
2021-01-26,Open Series,OT,R16,5,Min ROU46,Ethan HKG37,R,L,45,13,4,3,33,10,0,0,0,0,0,1
2021-01-26,Open Series,OT,R64,5,Wei IND35,Lukas ROU07,R,L,15,14,3,2,55,32,0,0,0,0,1,0
2021-01-26,Open Series,OT,R32,5,Ethan AUT48,Anna BRA04,L,R,16,37,3,0,16,33,0,0,0,0,1,0
2021-01-26,Open Series,OT,R64,5,Aarush PRT28,David AUT57,R,R,28,47,3,0,18,33,0,0,0,0,1,0
2021-01-26,Open Series,OT,SF,5,Ji-Hee USA18,Wei AUT36,L,R,43,9,4,3,44,20,0,0,0,0,0,1
2021-01-26,Open Series,OT,R32,5,Yuki KOR12,Lukas USA13,R,R,49,55,3,1,45,33,0,1,1,1,0,1
2021-01-26,Open Series,OT,QF,5,Anna SWE06,Wen-Lin SWE40,R,R,36,54,3,2,36,56,1,1,0,1,1,0
2021-01-26,Open Series,OT,SF,5,Pamela KOR25,Wen-Lin SWE40,L,R,1,54,3,0,11,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,F,5,Sun USA44,Felix BRA34,R,R,23,35,4,3,38,59,0,1,1,1,1,0
2021-01-27,Open Series,OT,R64,5,Saki JPN55,Andrei KOR43,R,L,10,41,3,0,12,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,SF,5,Ethan HKG37,Andrei KOR43,L,L,13,41,3,0,35,17,1,1,0,1,1,0
2021-01-27,Open Series,OT,R64,5,Anna SWE06,Wei AUT36,R,R,36,9,4,3,18,37,0,1,1,1,0,1
2021-01-27,Open Series,OT,R64,5,Petar GER08,Sun SVK11,R,L,6,40,3,0,9,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,QF,5,Ji-Hee USA18,Petar ESP24,L,R,43,11,4,3,45,28,1,1,0,1,1,0
2021-01-27,Open Series,OT,R64,5,Ji-Hee GER29,Saki PRT14,R,R,4,20,3,1,44,25,0,0,0,0,1,0
2021-01-27,Open Series,OT,QF,5,Diogo SVK42,Lukas ROU52,R,R,7,27,3,0,15,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,SF,5,Min CHN56,Yuki ESP58,L,R,2,25,3,0,34,22,1,1,0,1,1,0
2021-01-27,Open Series,OT,QF,5,Aarush TPE32,Pawel POL50,L,R,22,56,3,0,12,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,F,5,Chen-Yu FRA47,Daniel PRT17,R,R,30,50,3,0,20,34,1,1,0,1,1,0
2021-01-27,Open Series,OT,R32,5,Wei AUT36,Sun USA44,R,R,9,23,3,0,33,18,0,0,0,0,1,0
2021-01-27,Open Series,OT,R16,5,David AUT57,Chen-Yu FRA47,R,R,47,30,4,3,19,33,0,0,0,0,0,1
2021-01-27,Open Series,OT,R16,5,Pamela KOR25,Wei TPE05,L,R,1,44,3,0,15,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,R16,5,Petar ESP24,Daniel KOR27,R,R,11,53,3,0,15,33,0,0,0,0,1,0
2021-01-27,Open Series,OT,R32,5,Sun USA44,Lukas USA13,R,R,23,55,3,0,33,15,0,0,0,0,1,0
2021-01-27,Open Series,OT,R32,5,Joao KOR20,Felix FRA39,R,R,5,59,3,0,33,8,0,0,0,0,1,0
2021-01-27,Open Series,OT,R64,5,Aarush TPE32,Pawel POL50,L,R,22,56,3,0,12,33,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,F,7,Petar ESP24,Aarush TPE32,R,L,11,22,4,0,44,30,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,QF,7,Wei IND35,Sun SVK11,R,L,15,40,4,0,44,14,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,R16,7,Ji-Hee USA18,Min ESP10,L,R,43,58,4,0,44,16,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,QF,7,Min KOR38,Maria PRT09,R,L,31,48,4,0,44,22,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,SF,7,Anna TPE15,Pamela TPE30,R,R,38,33,5,4,44,25,0,0,0,0,0,1
2021-01-30,WTT Star Contender,ST,QF,7,Sun SVK11,Wen-Lin SWE40,L,R,40,54,4,0,20,44,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,QF,7,Mima IND03,Saki BRA21,L,R,18,42,4,0,15,44,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,R16,7,Chen-Yu TPE23,Lukas USA13,R,R,8,55,4,0,13,44,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,QF,7,Wei IND35,Min ROU46,R,R,15,45,4,0,44,24,0,0,0,0,1,0
2021-01-30,WTT Star Contender,ST,R16,7,Pamela TPE30,Anna SWE06,R,R,33,36,4,3,58,80,1,3,2,3,0,1
2021-01-30,WTT Star Contender,ST,R16,7,Mima IND03,Lukas USA13,L,R,18,55,4,0,44,16,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R16,7,Min CHN56,Yuki KOR12,L,R,2,49,4,0,44,14,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R16,7,Wei IND35,Pawel POL50,R,R,15,56,4,0,15,44,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R32,7,Wei AUT36,Min CHN56,R,L,9,2,5,4,18,44,0,0,0,0,0,1
2021-01-31,WTT Star Contender,ST,QF,7,Petar GER08,Pamela TPE30,R,R,6,33,4,0,23,44,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,SF,7,Ji-Hee GER29,Anna TPE15,R,R,4,38,4,0,16,44,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,QF,7,Saki BRA21,Anders POL53,R,R,42,12,5,4,48,31,0,1,1,1,0,1
2021-01-31,WTT Star Contender,ST,R64,7,Mima KOR16,Saki HKG33,R,R,46,51,4,0,19,44,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R32,7,Diogo SVK42,Wei AUT36,R,R,7,9,4,0,27,44,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R64,7,Sun KOR02,Felix GER26,R,R,26,52,4,0,46,23,1,1,0,1,1,0
2021-01-31,WTT Star Contender,ST,QF,7,Sun SVK11,Felix BRA34,L,R,40,35,4,1,31,55,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,SF,7,Pamela TPE30,Min ROU46,R,R,33,45,4,0,21,45,1,1,0,1,1,0
2021-01-31,WTT Star Contender,ST,F,7,Mima IND03,Felix GER26,L,R,18,52,4,0,44,8,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,QF,7,Yuki KOR12,Saki HKG33,R,R,49,51,4,1,32,55,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,SF,7,Pawel POL50,Ji-Hee GER49,R,R,56,57,4,0,33,44,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R64,7,Aarush PRT28,Chen-Yu TPE23,R,R,28,8,5,4,24,56,1,1,0,1,0,1
2021-01-31,WTT Star Contender,ST,R32,7,Mima IND03,Yuki GER51,L,R,18,19,4,1,55,26,0,0,0,0,1,0
2021-01-31,WTT Star Contender,ST,R16,7,Ji-Hee GER29,Min ROU46,R,R,4,45,4,0,44,8,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,SF,7,Diogo SVK42,Maria PRT09,R,L,7,48,4,1,32,60,1,1,0,1,1,0
2021-02-01,WTT Star Contender,ST,SF,7,Lukas ROU52,Felix FRA39,R,R,27,59,4,0,14,44,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,F,7,Saki HKG33,Ji-Hee USA18,R,L,51,43,5,4,44,17,0,0,0,0,0,1
2021-02-01,WTT Star Contender,ST,F,7,Lukas ROU52,Min ROU46,R,R,27,45,4,0,45,28,1,1,0,1,1,0
2021-02-01,WTT Star Contender,ST,QF,7,Aarush TPE32,Min USA54,L,R,22,60,4,0,29,47,1,1,0,1,1,0
2021-02-01,WTT Star Contender,ST,R64,7,Min USA45,Anna SWE06,R,R,17,36,4,0,19,44,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,R64,7,Pamela KOR25,Ji-Hee GER49,L,R,1,57,4,0,15,44,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,QF,7,Yuki KOR12,Ji-Hee GER01,R,R,49,39,5,4,35,66,0,0,0,0,0,1
2021-02-01,WTT Star Contender,ST,R32,7,Pawel POL50,Felix FRA39,R,R,56,59,4,0,44,26,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,QF,7,Sun USA44,Daniel KOR27,R,R,23,53,4,1,26,55,0,0,0,0,0,1
2021-02-01,WTT Star Contender,ST,QF,7,Ji-Hee GER29,Anna SWE06,R,R,4,36,4,0,24,44,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,R32,7,Sun USA44,Felix GER26,R,R,23,52,4,0,20,44,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,QF,7,Yuki GER51,Min ESP10,R,R,19,58,4,0,44,19,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,SF,7,Anna BRA04,Wei TPE05,R,R,37,44,5,4,48,71,0,2,2,2,0,1
2021-02-01,WTT Star Contender,ST,QF,7,Ethan AUT48,Ho-Yan PRT59,L,R,16,24,4,1,33,56,0,1,1,1,1,0
2021-02-01,WTT Star Contender,ST,R32,7,Diogo SVK42,Yuki KOR12,R,R,7,49,4,0,44,10,0,0,0,0,1,0
2021-02-01,WTT Star Contender,ST,R16,7,Pamela KOR25,Lukas ROU52,L,R,1,27,4,0,12,44,0,0,0,0,1,0
2021-02-02,WTT Star Contender,ST,R32,7,Ji-Hee USA18,Maria PRT09,L,L,43,48,4,2,66,43,0,0,0,0,1,0
2021-02-02,WTT Star Contender,ST,SF,7,Lukas ROU52,Min USA54,R,R,27,60,4,0,44,16,0,0,0,0,1,0
2021-02-02,WTT Star Contender,ST,R16,7,Sun USA44,Pawel POL50,R,R,23,56,4,0,27,45,1,1,0,1,1,0
2021-02-02,WTT Star Contender,ST,R16,7,Sun KOR02,Ji-Hee USA18,R,L,26,43,4,0,45,22,1,1,0,1,1,0
2021-02-02,WTT Star Contender,ST,QF,7,Sun KOR02,Chen-Yu FRA47,R,R,26,30,4,1,60,46,2,2,0,2,1,0
2021-02-02,WTT Star Contender,ST,R64,7,Min USA45,Ji-Hee GER49,R,R,17,57,4,0,44,17,0,0,0,0,1,0
2021-02-02,WTT Star Contender,ST,R32,7,Chen-Yu TPE23,Mima KOR16,R,R,8,46,4,0,44,20,0,0,0,0,1,0
2021-02-02,WTT Star Contender,ST,R32,7,Pamela KOR25,Wei AUT36,L,R,1,9,4,0,44,5,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,F,7,Wei TPE05,David AUT57,R,R,44,47,4,3,79,51,1,1,0,1,0,1
2021-02-03,WTT Star Contender,ST,F,7,Wei IND35,Min ROU46,R,R,15,45,4,0,44,19,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,R64,7,Lukas ROU52,Wei GER00,R,L,27,21,4,1,34,55,0,0,0,0,0,1
2021-02-03,WTT Star Contender,ST,R16,7,Mima KOR16,Daniel KOR27,R,R,46,53,4,0,18,44,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,R32,7,Diogo SVK42,Min ROU46,R,R,7,45,4,0,44,18,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,QF,7,Anna BRA04,Maria PRT09,R,L,37,48,4,0,33,44,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,QF,7,Yuki GER51,Wei GER00,R,L,19,21,5,4,67,41,0,1,1,1,1,0
2021-02-03,WTT Star Contender,ST,R32,7,Ethan AUT48,Yuki KOR12,L,R,16,49,4,0,18,44,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,R32,7,Lukas ROU52,Wei TPE05,R,R,27,44,4,0,25,44,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,R16,7,Aarush PRT28,Lukas ROU52,R,R,28,27,5,4,47,78,0,1,1,1,1,0
2021-02-03,WTT Star Contender,ST,R16,7,Sun SVK11,Lukas ROU07,L,L,40,14,5,4,32,55,0,0,0,0,0,1
2021-02-03,WTT Star Contender,ST,SF,7,Wei GER00,Ji-Hee GER49,L,R,21,57,4,0,44,16,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,SF,7,Andrei KOR43,Chen-Yu FRA47,L,R,41,30,5,4,55,33,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,R32,7,Pamela KOR25,Sun SVK11,L,L,1,40,4,0,6,44,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,R64,7,Wei PRT31,Min ESP10,R,R,34,58,4,0,44,19,0,0,0,0,1,0
2021-02-03,WTT Star Contender,ST,F,7,Sun KOR02,Sun SVK11,R,L,26,40,4,1,33,56,0,1,1,1,1,0
2021-02-03,WTT Star Contender,ST,R64,7,Ji-Hee USA18,Wen-Lin SWE40,L,R,43,54,4,0,27,45,1,1,0,1,1,0
2021-02-04,WTT Star Contender,ST,R32,7,Anna BRA41,Sun KOR02,R,R,32,26,5,4,44,16,0,0,0,0,0,1
2021-02-04,WTT Star Contender,ST,R64,7,Petar ESP24,Lukas ROU52,R,R,11,27,4,2,36,66,0,0,0,0,1,0
2021-02-04,WTT Star Contender,ST,R64,7,Ethan HKG37,Mima KOR16,L,R,13,46,4,2,66,29,0,0,0,0,0,1
2021-02-04,WTT Star Contender,ST,F,7,Chen-Yu TPE23,Anders POL53,R,R,8,12,4,0,44,23,0,0,0,0,1,0
2021-02-04,WTT Star Contender,ST,QF,7,Ho-Yan PRT59,Pawel POL50,R,R,24,56,4,0,25,44,0,0,0,0,1,0
2021-02-04,WTT Star Contender,ST,F,7,Lukas USA13,Petar GER08,R,R,55,6,5,4,16,44,0,0,0,0,0,1
2021-02-04,WTT Star Contender,ST,QF,7,Lukas ROU07,Felix GER26,L,R,14,52,4,0,6,44,0,0,0,0,1,0
2021-02-04,WTT Star Contender,ST,R16,7,Lukas ROU07,Joao KOR20,L,R,14,5,5,4,25,44,0,0,0,0,0,1
2021-02-04,WTT Star Contender,ST,R64,7,Wei PRT31,Ji-Hee GER49,R,R,34,57,4,0,44,27,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R32,7,Wei GER00,Petar GER08,L,R,21,6,5,4,45,36,0,1,1,1,0,1
2021-02-05,WTT Star Contender,ST,SF,7,Saki JPN55,Mima KOR16,R,R,10,46,4,0,15,44,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R16,7,Petar ESP24,Anna BRA41,R,R,11,32,4,2,55,72,2,3,1,3,1,0
2021-02-05,WTT Star Contender,ST,R64,7,Wei IND35,Anna BRA04,R,R,15,37,4,1,29,61,0,1,1,1,1,0
2021-02-05,WTT Star Contender,ST,QF,7,Min ROU46,Aarush TPE32,R,L,45,22,5,4,16,44,0,0,0,0,0,1
2021-02-05,WTT Star Contender,ST,QF,7,Chen-Yu TPE23,Ji-Hee USA18,R,L,8,43,4,0,15,44,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R16,7,Wei PRT31,Pamela TPE30,R,R,34,33,4,1,62,43,0,1,1,1,1,0
2021-02-05,WTT Star Contender,ST,R64,7,Andrei JPN19,Ho-Yan PRT59,R,R,3,24,4,0,44,16,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R16,7,Min USA45,Felix FRA39,R,R,17,59,4,0,11,44,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R16,7,Ji-Hee USA18,Daniel KOR27,L,R,43,53,4,0,44,16,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R16,7,Sun KOR02,Wei PRT31,R,R,26,34,4,2,28,66,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,F,7,Ethan AUT48,Ji-Hee USA18,L,L,16,43,4,1,25,55,0,0,0,0,1,0
2021-02-05,WTT Star Contender,ST,R32,7,Pamela TPE30,Petar GER08,R,R,33,6,5,4,56,32,1,1,0,1,0,1
2021-02-05,WTT Star Contender,ST,QF,7,Wei GER00,Anders POL53,L,R,21,12,5,4,66,45,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,R16,7,Wei TPE05,Mima KOR16,R,R,44,46,5,4,81,54,1,2,1,2,0,1
2021-02-06,WTT Star Contender,ST,R64,7,Pawel POL50,Maria PRT09,R,L,56,48,5,4,19,45,0,1,1,1,0,1
2021-02-06,WTT Star Contender,ST,R16,7,Anna SWE06,Anna BRA04,R,R,36,37,5,4,46,32,0,2,2,2,0,1
2021-02-06,WTT Star Contender,ST,F,7,Wei GER00,Chen-Yu FRA47,L,R,21,30,4,1,55,34,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,QF,7,Ji-Hee USA18,Mima KOR16,L,R,43,46,4,0,44,22,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,R64,7,Felix BRA34,Daniel PRT17,R,R,35,50,4,1,36,57,1,1,0,1,1,0
2021-02-06,WTT Star Contender,ST,R32,7,Lukas ROU52,Petar ESP24,R,R,27,11,5,4,31,46,0,1,1,1,0,1
2021-02-06,WTT Star Contender,ST,R16,7,Min USA45,Yuki KOR12,R,R,17,49,4,0,21,44,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,R16,7,Min ESP10,Sun SVK11,R,L,58,40,5,4,44,12,0,0,0,0,0,1
2021-02-06,WTT Star Contender,ST,SF,7,Saki PRT14,Wei PRT31,R,R,20,34,4,0,25,44,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,F,7,Diogo SVK42,Pawel POL50,R,R,7,56,4,0,11,44,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,R16,7,Aarush TPE32,Ji-Hee GER01,L,R,22,39,4,0,44,31,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,F,7,Aarush PRT28,Wei GER00,R,L,28,21,5,4,44,29,0,0,0,0,0,1
2021-02-06,WTT Star Contender,ST,F,7,Sun USA44,Daniel KOR27,R,R,23,53,4,0,44,26,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,QF,7,Anders POL53,Sun SVK11,R,L,12,40,4,0,44,20,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,R64,7,Aarush TPE32,Anna BRA04,L,R,22,37,4,0,44,27,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,SF,7,Anders POL53,Felix GER26,R,R,12,52,4,0,44,12,0,0,0,0,1,0
2021-02-06,WTT Star Contender,ST,R64,7,Wei PRT31,Saki BRA21,R,R,34,42,4,0,34,45,1,1,0,1,1,0
2021-02-07,WTT Star Contender,ST,R32,7,Ethan HKG37,Yuki KOR12,L,R,13,49,4,0,44,22,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,SF,7,Yuki KOR12,Daniel PRT17,R,R,49,50,4,3,39,77,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,F,7,Ethan HKG37,Min USA45,L,R,13,17,5,4,83,53,0,2,2,2,0,1
2021-02-07,WTT Star Contender,ST,QF,7,Pamela KOR25,Min USA54,L,R,1,60,4,0,12,44,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,R16,7,Felix FRA39,Ho-Yan PRT59,R,R,59,24,5,4,20,44,0,0,0,0,0,1
2021-02-07,WTT Star Contender,ST,F,7,Anna BRA41,Min KOR38,R,R,32,31,5,4,70,50,2,4,2,4,1,0
2021-02-07,WTT Star Contender,ST,R64,7,Min ROU46,Wen-Lin SWE40,R,R,45,54,4,0,21,44,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,SF,7,Wei IND35,Wei PRT31,R,R,15,34,4,0,46,21,1,1,0,1,1,0
2021-02-07,WTT Star Contender,ST,R64,7,Anna BRA04,Ji-Hee GER49,R,R,37,57,4,0,20,44,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,SF,7,Saki JPN55,Ethan AUT48,R,L,10,16,4,2,69,43,0,1,1,1,1,0
2021-02-07,WTT Star Contender,ST,R16,7,Saki JPN55,Ji-Hee GER01,R,R,10,39,4,1,55,26,0,0,0,0,0,1
2021-02-07,WTT Star Contender,ST,QF,7,Aarush PRT28,Ji-Hee GER01,R,R,28,39,4,1,23,55,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,SF,7,Yuki ESP58,Yuki KOR12,R,R,25,49,4,2,37,66,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,QF,7,Saki HKG33,Min USA54,R,R,51,60,4,1,34,57,1,1,0,1,1,0
2021-02-07,WTT Star Contender,ST,R64,7,Ho-Yan PRT59,Anna SWE06,R,R,24,36,4,3,61,83,1,3,2,3,0,1
2021-02-07,WTT Star Contender,ST,QF,7,Anders POL53,Ethan HKG37,R,L,12,13,5,4,77,42,0,0,0,0,1,0
2021-02-07,WTT Star Contender,ST,F,7,Andrei JPN19,Anders POL53,R,R,3,12,4,0,13,44,0,0,0,0,1,0
2021-02-13,WTT Feeder,FD,F,5,Felix FRA39,Ethan HKG37,R,L,59,13,4,3,33,5,0,0,0,0,0,1
2021-02-13,WTT Feeder,FD,R16,5,Mima IND03,Wei TPE05,L,R,18,44,3,0,33,16,0,0,0,0,1,0
2021-02-13,WTT Feeder,FD,R64,5,Sun KOR02,Min USA54,R,R,26,60,3,0,7,33,0,0,0,0,1,0
2021-02-13,WTT Feeder,FD,R16,5,Petar GER08,Aarush PRT28,R,R,6,28,3,2,44,61,1,2,1,2,0,1
2021-02-13,WTT Feeder,FD,R64,5,Anna TPE15,Maria PRT09,R,L,38,48,3,0,25,33,0,0,0,0,1,0
2021-02-13,WTT Feeder,FD,SF,5,Saki PRT14,Wei PRT31,R,R,20,34,3,0,33,16,0,0,0,0,1,0
2021-02-13,WTT Feeder,FD,F,5,Aarush TPE32,Lukas USA13,L,R,22,55,3,0,33,11,0,0,0,0,1,0
2021-02-13,WTT Feeder,FD,R32,5,Chen-Yu TPE23,Wei AUT36,R,R,8,9,3,2,57,35,0,1,1,1,1,0
2021-02-13,WTT Feeder,FD,QF,5,Andrei KOR43,Petar GER08,L,R,41,6,4,3,20,33,0,0,0,0,0,1
2021-02-13,WTT Feeder,FD,R16,5,Ethan AUT48,Sun KOR02,L,R,16,26,3,2,33,56,0,1,1,1,0,1
2021-02-13,WTT Feeder,FD,SF,5,Mima KOR16,Ji-Hee GER49,R,R,46,57,3,0,34,18,1,1,0,1,1,0
2021-02-14,WTT Feeder,FD,R32,5,Ji-Hee USA18,Sun USA44,L,R,43,23,4,3,28,45,0,1,1,1,0,1
